time_of_info,tls_id,count_to_r,count_to_l,count_to_b,count_to_t,count_stuck_middle,count_stuck_to_r,count_stuck_to_l,count_stuck_to_b,count_stuck_to_t,is_jam_next_l,is_jam_next_r,is_jam_next_t,is_jam_next_b,is_green_horizontal,is_green_vertical,y,jams_count,jams_time,jams_car_count
15,A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15,B0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15,B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15,B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30,A1,4,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
30,B0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30,B1,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
30,B2,2,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30,C1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
45,A1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
45,B0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
45,B1,3,1,3,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
45,B2,3,0,3,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
45,C1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
60,A1,1,5,0,6,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
60,B0,0,7,6,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60,B1,4,6,4,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
60,B2,6,0,4,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60,C1,5,3,6,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
75,A1,3,4,0,9,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
75,B0,0,10,8,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
75,B1,4,7,6,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
75,B2,10,0,3,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
75,C1,8,3,8,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
90,A1,1,9,0,13,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
90,B0,0,15,9,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
90,B1,5,10,10,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
90,B2,12,0,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
90,C1,12,1,11,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
105,A1,2,13,0,18,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
105,B0,0,18,13,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
105,B1,8,11,10,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
105,B2,15,0,4,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
105,C1,12,1,12,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
120,A1,5,12,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
120,B0,0,20,17,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
120,B1,4,11,12,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
120,B2,16,0,2,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
120,C1,15,3,14,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
135,A1,3,14,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
135,B0,0,20,19,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
135,B1,5,12,11,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
135,B2,18,0,3,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
135,C1,15,4,16,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
150,A1,1,16,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
150,B0,0,20,20,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
150,B1,5,14,10,9,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
150,B2,18,0,1,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
150,C1,15,3,16,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
165,A1,2,14,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
165,B0,0,20,20,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
165,B1,3,14,10,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
165,B2,20,0,4,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
165,C1,15,3,20,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
180,A1,2,15,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
180,B0,0,20,21,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
180,B1,7,14,12,11,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
180,B2,20,0,3,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
180,C1,15,3,20,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
195,A1,2,14,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
195,B0,0,20,21,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
195,B1,4,14,11,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
195,B2,20,0,3,19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
195,C1,17,2,20,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
210,A1,2,16,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
210,B0,0,20,20,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
210,B1,4,15,11,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
210,B2,20,0,2,19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
210,C1,17,2,20,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
225,A1,2,18,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
225,B0,0,20,19,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
225,B1,5,17,11,10,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
225,B2,20,0,2,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
225,C1,17,2,20,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
240,A1,3,19,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
